id,Decision,Host_response_time,Host_is_superhost,Host_has_profile_pic,Host_identity_verified,Neighbourhood,Property_type,Room_type,Accommodates,Bathrooms_text,Bedrooms,Beds,Essentials,Cooking,Balcony,Parking,Price,Number_of_reviews,Review_scores_rating,Instant_bookable,Month
4534,1,within an hour,t,t,t,28806,Entire bungalow,Entire home/apt,6,1 bath,2,3,5,5,1,1,$138.00 ,241,4.94,t,September
4535,1,within an hour,t,t,t,28804,Entire guesthouse,Entire home/apt,4,1 bath,1,3,5,3,1,1,$233.00 ,191,4.98,f,July
4536,0,within an hour,t,t,f,28801,Entire rental unit,Entire home/apt,2,1 bath,1,1,5,4,1,1,$127.00 ,234,4.87,t,September
4537,1,within an hour,t,t,t,28806,Entire rental unit,Entire home/apt,4,1 bath,,1,3,5,1,1,$180.00 ,112,4.85,f,August
4538,1,,t,t,f,28806,Entire rental unit,Entire home/apt,2,1 bath,1,0,5,3,0,1,$125.00 ,29,5,t,September
4539,1,within an hour,t,t,t,28801,Entire condominium (condo),Entire home/apt,8,3 baths,3,4,4,4,0,1,$481.00 ,44,4.77,t,August
4540,0,within an hour,t,t,t,28805,Entire cabin,Entire home/apt,6,2 baths,3,3,5,5,1,1,$230.00 ,38,4.95,t,June
4541,0,within an hour,t,t,t,28805,Entire cabin,Entire home/apt,10,4 baths,4,7,5,5,0,1,$933.00 ,38,4.95,t,July
4542,1,within an hour,f,t,f,28806,Entire residential home,Entire home/apt,8,2 baths,3,6,5,5,1,1,$175.00 ,23,4.96,f,September
4543,0,within a few hours,t,t,t,28803,Entire rental unit,Entire home/apt,4,1 bath,2,2,5,4,1,1,$138.00 ,211,4.97,f,August
4544,1,within an hour,t,t,f,28801,Entire house,Entire home/apt,2,1 bath,,1,5,2,1,1,$114.00 ,309,4.97,t,June
4545,1,within an hour,t,t,f,28715,Entire residential home,Entire home/apt,6,2 baths,3,4,5,5,1,1,$180.00 ,43,4.84,t,August
4546,1,within an hour,t,t,f,28715,Entire cabin,Entire home/apt,6,2 baths,3,4,5,5,1,1,$153.00 ,57,4.84,t,September
4547,1,within an hour,t,t,t,28806,Entire cottage,Entire home/apt,7,1 bath,2,2,5,5,1,1,$180.00 ,190,4.93,t,July
4548,1,,f,t,t,28805,Private room in house,Private room,2,1 private bath,1,1,5,3,0,1,$51.00 ,100,4.69,t,July
4549,1,within an hour,t,t,t,28806,Entire rental unit,Entire home/apt,4,1 bath,1,2,5,4,1,1,$182.00 ,183,4.95,t,August
4550,1,within an hour,t,t,t,28804,Entire residential home,Entire home/apt,4,1 bath,2,3,5,5,1,1,$247.00 ,12,4.92,t,August
4551,1,within an hour,f,t,f,28801,Room in bed and breakfast,Hotel room,2,1 bath,1,1,4,0,0,1,$278.00 ,3,5,t,June
4552,0,within an hour,f,t,t,28803,Entire residential home,Entire home/apt,4,2 baths,3,3,5,5,1,1,$149.00 ,1,5,t,August
4553,1,within an hour,t,t,t,28804,Entire guest suite,Entire home/apt,2,1 bath,1,0,5,2,0,1,$98.00 ,133,4.97,f,August
4554,1,within an hour,t,t,t,28804,Entire house,Entire home/apt,10,2.5 baths,3,4,5,5,1,1,$368.00 ,89,4.97,t,June
4555,0,,t,t,t,28715,Entire house,Entire home/apt,7,1.5 baths,3,3,5,2,0,1,$95.00 ,13,4.62,t,June
4556,1,,t,t,t,28806,Entire apartment,Entire home/apt,4,1 bath,1,2,5,4,1,1,$95.00 ,59,4.97,t,July
4557,1,within an hour,t,t,t,28806,Entire guesthouse,Entire home/apt,4,1 bath,1,2,5,2,1,1,$105.00 ,108,5,f,June
4558,1,within an hour,t,t,t,28806,Private room in residential home,Private room,2,1 private bath,1,1,5,2,1,1,$70.00 ,83,4.9,f,September
4559,1,within an hour,f,t,t,28715,Entire residential home,Entire home/apt,5,1 bath,2,3,4,4,0,1,$143.00 ,3,5,t,August
4560,1,within an hour,t,t,t,28803,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,3,1,1,$102.00 ,115,4.9,t,August
4561,0,within an hour,t,t,t,28803,Entire house,Entire home/apt,16,9 baths,9,14,5,5,0,1,$994.00 ,0,,t,June
4562,0,within a few hours,f,t,t,28804,Entire cottage,Entire home/apt,4,1 bath,1,2,4,0,0,1,$72.00 ,0,,f,June
4563,1,within an hour,t,t,t,28801,Private room in bed and breakfast,Private room,2,1 bath,1,1,5,1,0,1,$173.00 ,5,5,t,July
4564,0,within a few hours,t,t,f,28704,Entire guest suite,Entire home/apt,8,3 baths,4,5,5,4,0,1,$399.00 ,11,4.91,t,July
4565,1,within an hour,t,t,t,28806,Shared room in hostel,Shared room,1,2.5 shared baths,1,1,5,5,1,1,$33.00 ,90,4.71,t,August
4566,1,within an hour,f,t,t,28804,Entire residential home,Entire home/apt,6,2 baths,3,4,4,5,1,1,$189.00 ,25,4.72,t,September
4567,1,within a few hours,t,t,f,28806,Entire guest suite,Entire home/apt,2,1 bath,1,2,5,5,1,1,$75.00 ,149,4.81,f,June
4568,0,within an hour,t,t,t,28805,Entire rental unit,Entire home/apt,2,1 bath,1,1,5,5,0,1,$61.00 ,106,4.98,t,August
4569,1,within an hour,t,t,t,28801,Entire condominium,Entire home/apt,4,1 bath,1,2,5,5,0,1,$145.00 ,25,4.64,t,June
4570,1,,t,t,t,28806,Entire rental unit,Entire home/apt,5,1 bath,2,2,5,5,1,1,$181.00 ,61,4.93,t,August
4571,0,within an hour,f,t,f,28804,Entire guest suite,Entire home/apt,2,1 bath,,2,5,5,0,1,$90.00 ,3,5,f,July
4572,1,,,,,28806,Entire guest suite,Entire home/apt,2,1 bath,,2,4,3,0,0,$186.00 ,0,,t,August
4573,1,within an hour,t,t,t,28803,Entire residential home,Entire home/apt,6,1 bath,2,3,5,5,1,1,$94.00 ,302,4.85,t,September
4574,0,,t,t,t,28805,Private room in house,Private room,3,1 shared bath,1,2,5,5,0,1,$47.00 ,142,4.86,f,June
4575,1,within an hour,t,t,t,28804,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,3,0,1,$79.00 ,194,4.99,t,August
4576,1,within an hour,t,t,t,28804,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,3,1,1,$115.00 ,79,4.97,t,August
4577,1,within an hour,t,t,t,28806,Entire rental unit,Entire home/apt,4,1 bath,,1,3,5,1,1,$152.00 ,22,4.86,f,September
4578,0,within an hour,t,t,t,28801,Entire guest suite,Entire home/apt,4,1 bath,1,1,4,1,0,1,$115.00 ,248,4.98,f,July
4579,1,within an hour,t,t,t,28805,Entire apartment,Entire home/apt,2,1 bath,1,1,5,3,1,1,$68.00 ,197,4.97,t,July
4580,0,within a few hours,f,t,t,28803,Entire house,Entire home/apt,4,2 baths,3,2,5,5,1,1,$210.00 ,0,,t,June
4581,1,within an hour,t,t,t,28806,Entire guest suite,Entire home/apt,4,1 bath,1,2,5,3,0,1,$129.00 ,104,4.88,t,September
4582,1,within an hour,t,t,t,28801,Entire bungalow,Entire home/apt,4,1 bath,2,2,5,3,0,1,$129.00 ,55,4.78,t,August
4583,0,within an hour,t,t,t,28803,Entire cottage,Entire home/apt,3,1 bath,1,1,4,1,0,1,$138.00 ,532,4.98,t,June
4584,0,,f,t,f,28806,Entire rental unit,Entire home/apt,4,1 bath,1,2,5,2,1,1,$48.00 ,11,4.91,f,August
4585,0,,f,t,f,28801,Entire residential home,Entire home/apt,4,1.5 baths,2,4,5,4,1,1,$180.00 ,319,4.86,f,September
4586,1,within an hour,t,t,t,28805,Entire guesthouse,Entire home/apt,2,1 bath,1,0,4,4,1,1,$103.00 ,245,4.84,f,June
4587,0,within an hour,t,t,t,28801,Entire guest suite,Entire home/apt,2,1.5 baths,1,1,5,5,1,1,$147.00 ,311,4.92,t,June
4588,1,within an hour,t,t,t,28803,Entire house,Entire home/apt,12,2 baths,3,6,5,5,1,1,$241.00 ,8,4.88,t,June
4589,1,within an hour,t,t,f,28801,Entire rental unit,Entire home/apt,7,1 bath,1,3,5,5,0,1,$136.00 ,125,4.86,t,August
4590,1,within an hour,f,t,t,28804,Tiny house,Entire home/apt,2,1 bath,,1,4,2,1,1,$98.00 ,134,4.75,f,September
4591,1,within an hour,t,t,t,28804,Entire guesthouse,Entire home/apt,4,1 bath,1,4,5,5,1,1,$75.00 ,296,4.98,t,July
4592,1,within an hour,t,t,t,28803,Private room in house,Private room,2,1 private bath,1,1,5,2,1,1,$46.00 ,669,4.7,f,July
4593,1,,,,,28804,Private room in bed and breakfast,Private room,2,1 private bath,1,1,5,3,0,0,$806.00 ,0,,t,August
4594,1,within an hour,t,t,f,28806,Entire loft,Entire home/apt,2,1 bath,1,1,5,4,1,1,$115.00 ,228,4.97,f,September
4595,1,a few days or more,f,t,f,28732,Entire house,Entire home/apt,4,1 bath,1,2,5,5,1,1,$101.00 ,91,4.75,f,June
4596,1,within an hour,t,t,t,28805,Entire residential home,Entire home/apt,6,1 bath,2,3,5,4,0,1,$145.00 ,22,5,t,August
4597,0,within an hour,f,t,t,28806,Entire house,Entire home/apt,9,2 baths,4,6,5,5,1,1,$110.00 ,3,5,f,July
4598,0,within a few hours,f,t,f,28806,Entire residential home,Entire home/apt,2,1 bath,1,1,5,5,1,1,$49.00 ,216,4.92,t,September
4599,0,within a few hours,t,t,t,28806,Entire rental unit,Entire home/apt,6,1 bath,2,3,5,5,1,1,$70.00 ,221,4.98,t,September
4600,1,within an hour,t,t,t,28801,Private room in bed and breakfast,Private room,2,1 private bath,1,1,5,1,0,1,$219.00 ,12,5,t,August
4601,1,within an hour,t,t,t,28805,Entire chalet,Entire home/apt,12,4.5 baths,4,4,5,5,1,1,$377.00 ,134,4.99,t,July
4602,1,within a day,f,t,t,28806,Private room in residential home,Private room,2,1 shared bath,1,1,5,5,1,1,$54.00 ,113,4.88,f,August
4603,1,within an hour,t,t,t,28801,Room in boutique hotel,Hotel room,2,1 bath,1,1,5,4,1,1,$250.00 ,24,4.86,f,June
4604,1,within an hour,f,t,f,28715,Entire house,Entire home/apt,14,5 baths,5,5,4,4,1,1,$674.00 ,0,,t,July
4605,0,within an hour,t,t,f,28804,Entire cottage,Entire home/apt,4,1 bath,2,2,4,5,1,1,$97.00 ,62,4.97,t,August
4606,0,within an hour,f,t,t,28803,Entire house,Entire home/apt,8,2 baths,4,5,4,4,1,1,$540.00 ,5,5,t,July
4607,1,within an hour,t,t,t,28801,Private room in bed and breakfast,Private room,2,1 private bath,1,1,4,0,0,1,$250.00 ,4,5,t,September
4608,1,within an hour,t,t,t,28803,Entire guesthouse,Entire home/apt,4,1 bath,2,2,5,5,1,1,$308.00 ,27,4.96,t,August
4609,1,within an hour,t,t,t,28806,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,3,1,1,$77.00 ,47,5,t,July
4610,1,within an hour,t,t,t,28806,Entire apartment,Entire home/apt,4,1 bath,,1,2,5,0,1,$180.00 ,78,4.79,f,July
4611,0,,f,t,f,28804,Entire townhouse,Entire home/apt,8,2.5 baths,4,6,5,5,1,1,$391.00 ,36,4.89,f,July
4612,0,within an hour,t,t,t,28803,Entire cabin,Entire home/apt,6,2 baths,2,3,5,5,1,1,$306.00 ,27,5,t,July
4613,1,,f,t,f,28801,Entire bungalow,Entire home/apt,4,1 bath,1,1,4,1,0,1,$103.00 ,296,4.92,t,September
4614,1,,t,t,t,28806,Entire rental unit,Entire home/apt,4,1 bath,2,2,5,5,1,1,$142.00 ,258,4.88,t,August
4615,1,within an hour,t,t,f,28803,Entire guest suite,Entire home/apt,4,1 bath,1,2,5,4,0,1,$88.00 ,112,4.93,t,July
4616,0,within an hour,t,t,t,28801,Entire apartment,Entire home/apt,6,1 bath,1,3,5,4,1,1,$96.00 ,446,4.91,f,July
4617,0,within an hour,t,t,f,28805,Entire guest suite,Entire home/apt,2,1 bath,1,1,4,2,0,1,$95.00 ,33,5,f,June
4618,1,,f,t,t,28801,Entire loft,Entire home/apt,11,2 baths,4,5,5,5,1,0,$812.00 ,45,4.93,f,June
4619,0,,,,,28805,Entire guest suite,Entire home/apt,2,1 bath,,1,5,3,0,0,"$1,874.00 ",0,,t,July
4620,1,within a few hours,f,t,f,28801,Room in bed and breakfast,Hotel room,2,1 bath,1,1,4,0,0,1,$393.00 ,1,5,t,August
4621,0,within an hour,t,t,f,28805,Entire cottage,Entire home/apt,6,2 baths,2,2,5,5,1,1,$129.00 ,214,5,t,July
4622,1,within an hour,f,t,f,28803,Private room in bungalow,Private room,2,1 shared bath,1,1,5,5,0,1,$65.00 ,3,5,f,June
4623,1,within a few hours,f,t,f,28804,Entire residential home,Entire home/apt,4,1 bath,2,2,4,0,0,1,$250.00 ,14,4.21,f,September
4624,1,within an hour,t,t,t,28805,Entire house,Entire home/apt,10,2 baths,3,3,5,5,1,1,$327.00 ,172,4.94,f,July
4625,0,within an hour,t,t,t,28806,Entire rental unit,Entire home/apt,3,1 bath,,1,5,3,0,1,$112.00 ,118,4.91,f,August
4626,0,,t,t,t,28801,Entire house,Entire home/apt,4,1 bath,2,2,5,5,1,1,$155.00 ,2,5,f,July
4627,1,within an hour,t,t,t,28704,Entire residential home,Entire home/apt,8,2 baths,3,4,5,5,1,0,$251.00 ,0,,t,September
4628,0,within a few hours,f,t,t,28801,Entire apartment,Entire home/apt,2,1 bath,1,0,5,5,0,1,$79.00 ,217,4.71,f,July
4629,1,within an hour,f,t,f,28801,Room in boutique hotel,Private room,2,1 bath,1,1,5,3,1,0,$348.00 ,0,,t,September
4630,1,within an hour,f,t,t,28801,Private room,Private room,2,1 bath,1,1,5,2,0,1,$133.00 ,67,4.63,t,July
4631,1,within an hour,t,t,t,28804,Private room in residential home,Private room,3,1 private bath,1,1,5,3,1,1,$127.00 ,48,4.85,f,September
4632,0,within an hour,t,t,t,28805,Entire house,Entire home/apt,7,3 baths,4,6,5,5,1,1,$300.00 ,68,5,f,June
4633,1,within an hour,t,t,t,28806,Entire residential home,Entire home/apt,6,1 bath,2,4,5,5,1,1,$117.00 ,45,4.84,f,August
4634,1,,f,t,t,28704,Entire cottage,Entire home/apt,6,2 baths,1,2,4,0,0,0,$208.00 ,3,5,t,September
4635,1,,f,t,t,28806,Entire cottage,Entire home/apt,4,1.5 baths,2,2,5,5,1,1,$182.00 ,79,4.99,t,August
4636,1,within an hour,t,t,f,28806,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,4,1,1,$110.00 ,36,4.89,t,July
4637,1,within an hour,t,t,t,28715,Private room in guest suite,Private room,2,1 private bath,1,1,5,3,1,1,$88.00 ,91,4.96,f,July
4638,0,within an hour,t,t,f,28715,Entire guest suite,Entire home/apt,5,1 bath,1,1,5,3,0,1,$56.00 ,110,4.95,t,July
4639,0,,t,t,t,28732,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,3,0,1,$33.00 ,90,4.42,f,September
4640,0,within an hour,t,t,f,28805,Entire house,Entire home/apt,8,3 baths,4,5,5,5,1,1,$348.00 ,123,4.86,t,July
4641,0,within an hour,t,t,t,28804,Entire house,Entire home/apt,4,1 bath,1,3,5,5,1,1,$93.00 ,241,4.98,t,July
4642,0,within an hour,t,t,t,28803,Entire residential home,Entire home/apt,4,1.5 baths,2,2,5,5,1,1,$60.00 ,0,,f,August
4643,0,within an hour,t,t,t,28801,Entire rental unit,Entire home/apt,4,1 bath,1,1,5,4,0,1,$118.00 ,140,4.91,t,August
4644,1,within an hour,t,t,t,28704,Entire house,Entire home/apt,3,1 bath,1,1,5,3,1,1,$100.00 ,30,5,t,June
4645,1,within an hour,t,t,t,28806,Entire residential home,Entire home/apt,6,3 baths,3,3,5,5,0,1,$372.00 ,18,4.83,t,August
4646,0,within an hour,t,t,t,28801,Entire residential home,Entire home/apt,4,3 baths,2,2,5,5,0,1,$135.00 ,72,4.97,t,August
4647,0,,t,t,f,28801,Private room in residential home,Private room,4,1 shared bath,2,3,5,1,1,1,$75.00 ,92,4.99,f,September
4648,0,,f,t,t,28704,Entire house,Entire home/apt,6,2 baths,3,3,4,2,0,1,$175.00 ,34,4.76,f,June
4649,0,within an hour,f,t,t,28806,Private room in house,Private room,2,1 private bath,1,1,5,3,1,1,$49.00 ,7,5,t,July
4650,1,within an hour,t,t,t,28806,Entire rental unit,Entire home/apt,2,1 bath,1,1,5,3,1,1,$87.00 ,257,4.89,t,September
4651,1,,t,t,t,28805,Entire cabin,Entire home/apt,6,2 baths,3,4,4,4,1,1,$300.00 ,190,4.81,f,August
4652,0,within an hour,t,t,f,28805,Entire cottage,Entire home/apt,8,1 bath,3,3,5,5,1,1,$83.00 ,252,4.97,t,July
4653,1,within an hour,t,t,t,28801,Entire condominium (condo),Entire home/apt,4,1 bath,1,2,5,5,1,1,$266.00 ,70,5,t,August
4654,1,,f,t,t,28806,Entire house,Entire home/apt,8,2 baths,3,4,5,5,1,1,$355.00 ,233,4.78,t,July
4655,1,within an hour,t,t,f,28806,Entire apartment,Entire home/apt,4,1 bath,2,2,5,5,0,1,$83.00 ,177,4.91,t,June
4656,1,within an hour,t,t,f,28803,Entire rental unit,Entire home/apt,4,1 bath,1,2,5,5,0,1,$199.00 ,157,4.88,t,September
4657,1,within an hour,t,t,t,28801,Entire loft,Entire home/apt,4,2 baths,2,2,5,5,1,1,$329.00 ,9,4.33,t,July
4658,1,within an hour,t,t,t,28801,Entire apartment,Entire home/apt,4,1.5 baths,2,2,4,1,0,1,$238.00 ,140,4.96,f,July
4659,0,within an hour,t,f,t,28801,Entire rental unit,Entire home/apt,2,1 bath,1,3,4,1,1,1,$80.00 ,1,5,f,September
4660,1,within an hour,t,t,t,28704,Entire house,Entire home/apt,4,1 bath,2,2,5,5,1,1,$142.00 ,28,4.93,t,July
4661,0,within an hour,t,t,t,28803,Entire guest suite,Entire home/apt,4,1 bath,1,2,5,3,1,1,$84.00 ,89,4.88,f,June
4662,1,within an hour,f,t,t,28806,Farm stay,Entire home/apt,2,1 bath,,1,5,3,0,0,$60.00 ,5,4.8,t,June
4663,1,within an hour,t,t,t,28801,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,3,1,1,$132.00 ,142,4.95,t,June
4664,1,within an hour,t,t,t,28801,Entire condominium,Entire home/apt,6,2 baths,2,3,4,4,0,1,$281.00 ,67,4.85,t,June
4665,0,within a few hours,t,t,t,28806,Private room in house,Private room,2,1.5 baths,1,2,5,5,1,1,$52.00 ,21,4.8,f,July
4666,0,within an hour,t,t,t,28801,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,1,0,1,$95.00 ,47,5,t,September
4667,1,within an hour,t,t,f,28805,Private room in residential home,Private room,4,1 private bath,2,2,5,3,0,1,$62.00 ,138,4.92,t,September
4668,1,within an hour,t,t,t,28806,Entire house,Entire home/apt,8,3 baths,4,4,5,5,1,1,$293.00 ,24,4.79,t,July
4669,0,within a few hours,t,t,t,28801,Entire cabin,Entire home/apt,3,1 bath,1,2,5,5,1,1,$75.00 ,13,5,f,August
4670,1,within an hour,t,t,t,28806,Entire residential home,Entire home/apt,4,1 bath,2,3,4,5,1,1,$100.00 ,55,4.82,t,September
4671,1,within an hour,f,t,t,28804,Private room in guest suite,Private room,2,1 private bath,1,1,5,0,0,1,$300.00 ,5,5,t,August
4672,1,within an hour,t,t,t,28806,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,4,1,1,$80.00 ,305,4.88,t,July
4673,0,within a few hours,f,t,t,28704,Entire house,Entire home/apt,4,2 baths,2,2,5,5,1,1,$195.00 ,22,4.91,f,June
4674,1,within an hour,t,t,t,28804,Entire residential home,Entire home/apt,2,1 bath,,2,5,3,1,1,$109.00 ,196,4.97,f,August
4675,1,within an hour,t,t,t,28806,Entire residential home,Entire home/apt,4,1.5 baths,2,2,5,5,1,1,$163.00 ,131,4.71,f,August
4676,1,within an hour,t,t,t,28806,Entire house,Entire home/apt,2,1 bath,1,1,4,5,1,1,$195.00 ,34,4.88,f,June
4677,0,within an hour,t,t,f,28806,Entire apartment,Entire home/apt,2,1 bath,1,1,5,5,1,1,$81.00 ,57,4.91,t,June
4678,0,,t,t,t,28806,Entire apartment,Entire home/apt,6,1 bath,2,3,5,5,1,1,$49.00 ,164,4.73,f,July
4679,1,within an hour,t,t,f,28704,Entire guesthouse,Entire home/apt,4,1 bath,1,2,5,3,0,1,$75.00 ,91,4.95,f,July
4680,1,within an hour,t,t,f,28805,Private room in house,Private room,6,1 private bath,1,5,5,3,0,1,$87.00 ,85,4.91,t,July
4681,1,within an hour,t,t,t,28801,Entire chalet,Entire home/apt,4,1 bath,2,2,5,5,1,1,$182.00 ,30,4.97,t,August
4682,0,within an hour,t,t,t,28801,Entire condominium (condo),Entire home/apt,4,1 bath,1,2,5,5,0,1,$174.00 ,63,4.56,t,September
4683,1,within an hour,t,t,t,28806,Entire rental unit,Entire home/apt,5,1 bath,2,3,5,3,1,1,$135.00 ,36,4.94,f,September
4684,0,within an hour,t,t,f,28715,Entire guest suite,Entire home/apt,5,1 bath,1,1,5,3,0,1,$60.00 ,120,4.95,t,September
4685,1,within an hour,t,t,t,28805,Entire residential home,Entire home/apt,2,1 bath,1,1,5,3,0,1,$83.00 ,134,4.92,t,September
4686,1,within an hour,f,t,f,28801,Room in boutique hotel,Private room,2,1 bath,1,1,5,2,1,1,$356.00 ,1,1,t,September
4687,1,within an hour,t,t,t,28801,Private room in residential home,Private room,2,1 private bath,1,1,5,3,0,1,$57.00 ,1050,4.67,t,August
4688,1,within an hour,t,t,t,28805,Entire guest suite,Entire home/apt,4,1 bath,2,2,4,2,1,1,$175.00 ,17,4.65,f,June
4689,1,within an hour,t,t,f,28803,Entire cottage,Entire home/apt,4,1 bath,1,2,5,5,0,1,$145.00 ,58,4.91,t,July
4690,1,within an hour,f,t,t,28801,Private room,Private room,2,1 bath,1,1,4,2,0,1,$121.00 ,101,4.42,t,August
4691,1,within an hour,t,t,f,28806,Entire guest suite,Entire home/apt,4,1 bath,1,2,5,3,0,1,$90.00 ,59,5,t,July
4692,1,within an hour,t,t,t,28805,Entire house,Entire home/apt,2,1 bath,1,1,5,4,1,1,$109.00 ,84,4.96,t,July
4693,1,within an hour,t,t,t,28801,Entire condominium,Entire home/apt,5,1 bath,2,3,4,1,0,0,$275.00 ,65,4.95,t,July
4694,1,within an hour,t,t,t,28801,Entire apartment,Entire home/apt,3,1 bath,,1,5,4,0,1,$88.00 ,396,4.75,t,July
4695,1,within an hour,t,t,f,28805,Entire guest suite,Entire home/apt,4,1 bath,1,2,5,5,1,1,$146.00 ,31,4.9,t,August
4696,1,within an hour,t,t,f,28806,Entire guest suite,Entire home/apt,4,1 bath,1,1,5,2,1,1,$84.00 ,168,4.92,f,June
4697,1,within an hour,f,t,t,28804,Entire house,Entire home/apt,6,2 baths,4,4,5,4,1,1,$140.00 ,167,4.48,t,June
4698,1,within an hour,t,t,t,28806,Entire rental unit,Entire home/apt,5,1 bath,2,2,5,5,1,1,$93.00 ,55,4.96,t,August
4699,1,within an hour,f,t,t,28806,Entire guest suite,Entire home/apt,4,1 bath,1,2,5,3,0,1,$73.00 ,86,4.8,t,June
4700,1,within an hour,t,t,t,28805,Entire rental unit,Entire home/apt,2,1 bath,1,1,5,4,1,1,$90.00 ,221,4.98,t,August
4701,1,within an hour,t,t,t,28801,Entire condominium,Entire home/apt,4,1 bath,1,2,5,5,0,1,$198.00 ,56,4.57,t,June
4702,1,within an hour,f,t,f,28801,Room in boutique hotel,Private room,2,1 bath,1,1,2,0,0,1,$299.00 ,0,,t,August
4703,1,within a few hours,t,t,t,28801,Private room in bed and breakfast,Private room,2,1 bath,1,1,5,3,1,1,$185.00 ,0,,f,July
4704,0,within an hour,t,t,t,28805,Entire bungalow,Entire home/apt,2,1 bath,1,1,5,5,1,1,$51.00 ,0,,t,July
4705,1,within an hour,t,t,t,28805,Entire rental unit,Entire home/apt,2,1 bath,1,1,5,3,1,1,$68.00 ,211,4.97,t,September
4706,0,,t,t,f,28801,Entire condominium (condo),Entire home/apt,2,1 bath,1,1,5,0,0,1,$49.00 ,5,5,f,August
4707,1,within an hour,t,t,t,28803,Entire residential home,Entire home/apt,8,2 baths,4,5,5,5,1,1,$281.00 ,120,4.83,t,September
4708,1,within an hour,f,t,t,28806,Bus,Entire home/apt,2,1 bath,1,2,4,1,0,1,$111.00 ,44,4.77,t,July
4709,0,within an hour,t,t,t,28806,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,5,1,1,$96.00 ,344,4.93,f,June
4710,0,within an hour,t,t,t,28801,Entire guesthouse,Entire home/apt,2,1 bath,,2,5,3,1,1,$170.00 ,137,5,f,September
4711,1,within an hour,t,t,t,28801,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,3,1,1,$127.00 ,98,4.98,f,August
4712,1,within an hour,f,t,t,28805,Entire house,Entire home/apt,4,2 baths,2,2,5,5,1,1,$220.00 ,8,5,t,July
4713,1,within an hour,t,t,t,28805,Private room in farm stay,Private room,2,1.5 baths,1,1,5,5,1,1,$89.00 ,51,4.98,f,September
4714,1,within an hour,f,t,t,28801,Entire condominium,Entire home/apt,4,2 baths,2,2,3,3,0,0,$221.00 ,5,4.4,t,June
4715,1,within an hour,f,t,t,28806,Private room in residential home,Private room,2,1 private bath,1,1,5,3,1,1,$91.00 ,31,4.97,f,September
4716,1,within an hour,t,t,t,28804,Entire guest suite,Entire home/apt,2,1 bath,,1,5,3,1,1,$115.00 ,306,5,t,June
4717,1,within an hour,f,t,t,28801,Entire bungalow,Entire home/apt,4,1 bath,2,2,5,5,0,1,$209.00 ,366,4.73,t,July
4718,0,within an hour,t,t,f,28806,Private room in residential home,Private room,2,1 bath,1,1,5,1,0,1,$70.00 ,146,4.81,t,August
4719,1,within an hour,t,t,t,28806,Entire residential home,Entire home/apt,6,2.5 baths,3,3,5,5,1,1,$325.00 ,55,4.91,f,September
4720,1,within an hour,t,t,t,28806,Private room in bungalow,Private room,4,2 baths,2,2,5,5,1,1,$127.00 ,50,4.8,t,July
4721,1,within an hour,t,t,t,28806,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,4,1,1,$80.00 ,323,4.87,t,September
4722,0,within an hour,t,t,t,28804,Entire apartment,Entire home/apt,4,1 bath,2,2,5,4,1,1,$151.00 ,428,4.97,t,June
4723,0,within an hour,t,t,t,28803,Entire house,Entire home/apt,6,2 baths,3,3,5,5,1,1,$250.00 ,78,5,f,July
4724,1,within an hour,f,t,t,28801,Entire condominium (condo),Entire home/apt,4,1 bath,2,2,5,5,1,1,$185.00 ,61,4.73,t,September
4725,1,,t,t,t,28715,Entire guest suite,Entire home/apt,4,1 bath,1,1,5,4,1,1,$125.00 ,55,4.96,t,June
4726,1,within an hour,f,t,t,28806,Entire residential home,Entire home/apt,10,2 baths,4,5,5,5,1,1,$265.00 ,84,4.74,t,September
4727,0,,f,t,t,28806,Entire house,Entire home/apt,6,1.5 baths,3,4,4,1,0,1,$170.00 ,0,,f,June
4728,1,within an hour,t,t,t,28803,Entire house,Entire home/apt,6,2 baths,3,3,5,4,1,1,$280.00 ,11,4.91,t,June
4729,0,within an hour,t,t,t,28803,Entire residential home,Entire home/apt,4,1.5 baths,2,2,5,5,1,1,$50.00 ,14,5,f,September
4730,1,within an hour,t,t,f,28801,Entire bungalow,Entire home/apt,4,2 baths,2,2,5,5,1,1,$200.00 ,65,4.98,t,July
4731,1,,t,t,f,28805,Entire cabin,Entire home/apt,5,2 baths,3,4,5,5,1,1,$281.00 ,50,5,t,September
4732,1,within an hour,t,t,t,28804,Entire residential home,Entire home/apt,6,2 baths,3,3,5,5,1,1,$325.00 ,161,4.96,f,September
4733,1,within an hour,t,t,t,28804,Entire bungalow,Entire home/apt,8,1 bath,2,4,5,5,1,1,$206.00 ,123,4.89,t,September
4734,1,within an hour,t,t,t,28805,Entire cabin,Entire home/apt,4,1 bath,1,6,4,5,1,1,$145.00 ,30,4.93,f,August
